symbol,close,open,high,low,volume,changePercent,date,companyName,sector,MMM,AXP,AIG,ACN,CHRW,CSCO,DVN,XOM,week_ranges,week_num,MEDV_volume,z_volume
AIG,31.51,32.6,32.96,31.21,8387549,1.61,2020-05-27,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.29275502032862916,-0.29275502032862916
AIG,31.12,31.97,32.19,30.82,5810402,-1.24,2020-05-28,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.5239225082543614,-0.5239225082543614
AIG,30.06,30.46,31.04,29.96,8765093,-3.41,2020-05-29,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.25888970412375895,-0.25888970412375895
AIG,30.55,30.11,30.97,29.76,4302645,1.63,2020-06-01,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.6591667912123913,-0.6591667912123913
AIG,31.49,30.81,31.76,30.5,6668740,3.08,2020-06-02,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.446930454929038,-0.446930454929038
AIG,33.25,32.53,33.47,32.26,6238185,5.59,2020-06-03,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.48555080439449866,-0.48555080439449866
AIG,35.21,32.89,35.22,32.58,8438653,5.89,2020-06-04,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.2881710430456272,-0.2881710430456272
AIG,36.36,38.69,38.97,36.18,10453059,3.27,2020-06-05,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.10748085553109177,-0.10748085553109177
AIG,39.44,37.31,39.51,37.31,10596730,8.47,2020-06-08,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.09459371166317199,-0.09459371166317199
AIG,37.74,38.0,38.35,36.83,7047596,-4.31,2020-06-09,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.4129474536467707,-0.4129474536467707
AIG,35.16,37.25,37.3,35.15,8569309,-6.84,2020-06-10,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.27645133155752644,-0.27645133155752644
AIG,31.61,32.5,33.87,31.3,9228587,-10.1,2020-06-11,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.2173147595634955,-0.2173147595634955
AIG,33.04,33.5,33.58,31.24,7490065,4.52,2020-06-12,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.3732584303915933,-0.3732584303915933
AIG,33.19,31.3,33.57,31.12,6949160,0.45,2020-06-15,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.42177706361525813,-0.42177706361525813
AIG,33.29,35.49,35.5,32.74,7393988,0.3,2020-06-16,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.381876440438145,-0.381876440438145
AIG,32.28,33.06,33.33,32.14,5963775,-3.03,2020-06-17,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.5101651047668485,-0.5101651047668485
AIG,32.47,31.87,33.0,31.54,4065249,0.59,2020-06-18,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.6804609730978706,-0.6804609730978706
AIG,31.81,33.36,33.36,31.67,7776402,-2.03,2020-06-19,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.3475742901426318,-0.3475742901426318
AIG,31.79,31.54,32.05,31.07,3955703,-0.06,2020-06-22,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.6902871388665722,-0.6902871388665722
AIG,32.05,32.48,32.73,31.92,3322926,0.82,2020-06-23,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.7470465978757715,-0.7470465978757715
AIG,30.3,31.4,31.64,30.11,5960524,-5.46,2020-06-24,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.5104567161895754,-0.5104567161895754
AIG,31.26,30.0,31.34,29.81,5780984,3.17,2020-06-25,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.5265612731986191,-0.5265612731986191
AIG,29.71,30.72,30.88,29.49,8006482,-4.96,2020-06-26,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.32693634608202815,-0.32693634608202815
AIG,30.68,30.25,30.89,29.88,5485145,3.26,2020-06-29,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.5530977332687901,-0.5530977332687901
AIG,31.18,30.45,31.4,30.29,4660845,1.63,2020-06-30,American International Group Inc,Finance and Insurance,0,0,1,0,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.6270366123071922,-0.6270366123071922
ACN,154.68,158.57,160.82,152.58,2973098,0.0,2020-04-01,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.7784258168206293,-0.7784258168206293
ACN,156.27,154.05,160.5,153.55,3030044,1.03,2020-04-02,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.7733178180268395,-0.7733178180268395
ACN,152.15,155.6,158.72,148.28,3766837,-2.64,2020-04-03,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.7072282286742477,-0.7072282286742477
ACN,166.05,158.98,166.75,157.04,3089966,9.14,2020-04-06,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.7679428750331004,-0.7679428750331004
ACN,164.12,171.08,171.49,163.93,3002732,-1.16,2020-04-07,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-01 - 2020-04-07,1,-0.7757676768941171,-0.7757676768941171
ACN,171.73,166.58,172.69,165.07,2466264,4.64,2020-04-08,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-08 - 2020-04-14,2,-0.8238883156906396,-0.8238883156906396
ACN,177.92,173.23,179.87,172.51,3743781,3.6,2020-04-09,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-08 - 2020-04-14,2,-0.7092963286319202,-0.7092963286319202
ACN,172.57,176.18,177.01,169.56,1918535,-3.01,2020-04-13,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-08 - 2020-04-14,2,-0.8730190548351561,-0.8730190548351561
ACN,178.1,177.0,178.89,176.02,2874967,3.2,2020-04-14,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-08 - 2020-04-14,2,-0.7872280685965815,-0.7872280685965815
ACN,169.45,174.3,174.31,168.89,2504814,-4.86,2020-04-15,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.8204304195521822,-0.8204304195521822
ACN,167.95,171.26,172.05,167.52,3051768,-0.89,2020-04-16,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.7713691971264025,-0.7713691971264025
ACN,175.09,172.52,175.16,172.05,4759164,4.25,2020-04-17,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.6182174971207592,-0.6182174971207592
ACN,174.74,172.59,176.9,171.76,2511870,-0.2,2020-04-20,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.8197975034652054,-0.8197975034652054
ACN,166.24,170.82,172.8,165.71,2711361,-4.86,2020-04-21,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-15 - 2020-04-21,3,-0.8019033618683962,-0.8019033618683962
ACN,172.31,170.04,173.34,169.21,1921231,3.65,2020-04-22,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.8727772263529439,-0.8727772263529439
ACN,172.9,173.36,175.32,172.14,3027901,0.34,2020-04-23,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.7735100429665208,-0.7735100429665208
ACN,175.46,176.4,176.4,172.57,2121085,1.48,2020-04-24,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.8548505240220682,-0.8548505240220682
ACN,179.43,176.23,180.54,176.2,2457808,2.26,2020-04-27,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.8246468103663023,-0.8246468103663023
ACN,178.36,182.08,183.26,176.91,2160133,-0.6,2020-04-28,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-22 - 2020-04-28,4,-0.8513479577856354,-0.8513479577856354
ACN,187.56,182.31,188.17,181.7,2957576,5.16,2020-04-29,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.7798181245731879,-0.7798181245731879
ACN,185.19,185.53,186.48,184.19,2740854,-1.26,2020-04-30,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.7992578694997444,-0.7992578694997444
ACN,180.09,181.71,182.99,179.26,2064179,-2.75,2020-05-01,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.8599549348561811,-0.8599549348561811
ACN,179.53,177.98,180.64,176.88,1710513,-0.31,2020-05-04,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.8916784185320219,-0.8916784185320219
ACN,181.62,182.08,183.89,181.0,1621909,1.16,2020-05-05,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-04-29 - 2020-05-05,5,-0.8996261080119669,-0.8996261080119669
ACN,180.38,182.1,182.5,179.05,1474938,-0.68,2020-05-06,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.9128092585532176,-0.9128092585532176
ACN,187.11,182.99,187.43,182.5,2295370,3.73,2020-05-07,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.8392173352155561,-0.8392173352155561
ACN,188.56,188.99,189.85,187.68,1779220,0.77,2020-05-08,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.885515469894279,-0.885515469894279
ACN,187.75,186.49,189.53,185.29,2013784,-0.43,2020-05-11,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.8644753155539129,-0.8644753155539129
ACN,185.72,187.84,189.99,185.68,1912272,-1.08,2020-05-12,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-06 - 2020-05-12,6,-0.8735808396215415,-0.8735808396215415
ACN,181.0,185.04,185.14,178.75,2349306,-2.54,2020-05-13,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.834379330387441,-0.834379330387441
ACN,179.99,178.7,180.01,174.94,2773299,-0.56,2020-05-14,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.7963475857069494,-0.7963475857069494
ACN,183.88,178.37,183.96,177.83,3630126,2.16,2020-05-15,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.7194910675584149,-0.7194910675584149
ACN,192.75,189.0,194.14,188.11,2254702,4.82,2020-05-18,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.8428652138188968,-0.8428652138188968
ACN,190.09,192.5,194.51,189.92,1784100,-1.38,2020-05-19,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-13 - 2020-05-19,7,-0.8850777388137169,-0.8850777388137169
ACN,195.18,192.5,195.67,192.23,2294780,2.68,2020-05-20,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.839270257620788,-0.839270257620788
ACN,193.5,194.7,195.52,192.7,1372965,-0.86,2020-05-21,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.9219561338561206,-0.9219561338561206
ACN,193.71,194.08,194.89,191.13,1317533,0.11,2020-05-22,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.9269283283761458,-0.9269283283761458
ACN,196.4,199.42,199.99,196.03,2408717,1.39,2020-05-26,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-20 - 2020-05-26,8,-0.8290502235785723,-0.8290502235785723
ACN,199.93,198.38,199.95,196.21,2000474,1.8,2020-05-27,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.8656692091363479,-0.8656692091363479
ACN,201.67,200.01,204.18,200.01,2280638,0.87,2020-05-28,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.8405387807644992,-0.8405387807644992
ACN,201.62,201.49,202.41,198.69,2535390,-0.02,2020-05-29,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.8176877831752828,-0.8176877831752828
ACN,203.38,201.54,203.75,199.87,1530771,0.87,2020-06-01,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.9078010947374332,-0.9078010947374332
ACN,205.78,204.09,205.79,202.34,1939214,1.18,2020-06-02,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-05-27 - 2020-06-02,9,-0.871164169381274,-0.871164169381274
ACN,207.28,204.42,207.83,204.31,1605416,0.73,2020-06-03,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.9011055134856784,-0.9011055134856784
ACN,203.1,206.09,207.79,202.33,2451544,-2.02,2020-06-04,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.8252086848516796,-0.8252086848516796
ACN,208.49,205.99,209.72,204.79,2538097,2.65,2020-06-05,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.8174449680041594,-0.8174449680041594
ACN,211.28,207.51,211.32,207.0,1627109,1.34,2020-06-08,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.8991596732539907,-0.8991596732539907
ACN,207.34,209.39,209.79,205.5,2269815,-1.86,2020-06-09,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-03 - 2020-06-09,10,-0.8415095929540328,-0.8415095929540328
ACN,209.43,207.26,210.83,205.9,2077205,1.01,2020-06-10,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.858786515787451,-0.858786515787451
ACN,195.95,205.52,205.95,195.88,4046643,-6.44,2020-06-11,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.6821299125415058,-0.6821299125415058
ACN,201.59,201.1,202.43,197.31,2590135,2.88,2020-06-12,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.8127772118627057,-0.8127772118627057
ACN,199.79,196.49,200.74,194.83,2311520,-0.89,2020-06-15,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.8377686964960727,-0.8377686964960727
ACN,204.4,203.36,206.88,202.12,2153970,2.31,2020-06-16,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-10 - 2020-06-16,11,-0.851900772672829,-0.851900772672829
ACN,205.2,206.03,206.33,203.65,1594775,0.39,2020-06-17,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.9020600004586828,-0.9020600004586828
ACN,202.93,201.73,203.17,199.29,2227958,-1.11,2020-06-18,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.8452641236587646,-0.8452641236587646
ACN,201.55,207.54,208.28,201.52,3709867,-0.68,2020-06-19,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.7123383802438434,-0.7123383802438434
ACN,202.6,200.8,204.08,199.47,2454492,0.52,2020-06-22,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.8249442522235039,-0.8249442522235039
ACN,207.4,205.37,209.68,205.37,2204028,2.37,2020-06-23,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-17 - 2020-06-23,12,-0.8474106205353739,-0.8474106205353739
ACN,201.84,205.51,207.4,200.5,2753697,-2.68,2020-06-24,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.7981058653465354,-0.7981058653465354
ACN,217.32,213.0,217.89,211.5,4690183,7.67,2020-06-25,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.6244050232822879,-0.6244050232822879
ACN,212.47,216.78,216.93,211.07,3348789,-2.23,2020-06-26,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.744726712847784,-0.744726712847784
ACN,212.72,210.15,213.39,210.15,2247887,0.12,2020-06-29,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.8434765124488213,-0.8434765124488213
ACN,214.72,212.37,215.64,212.13,3136366,0.94,2020-06-30,Accenture plc,Information,0,0,0,1,0,0,0,0,2020-06-24 - 2020-06-30,13,-0.763780841808083,-0.763780841808083
CHRW,66.57,64.92,68.85,64.7,2847459,0.0,2020-04-01,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-01 - 2020-04-07,1,-0.789695508466275,-0.789695508466275
CHRW,68.92,65.79,69.56,65.79,2834575,3.53,2020-04-02,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-01 - 2020-04-07,1,-0.7908511902781526,-0.7908511902781526
CHRW,68.15,68.63,69.77,67.63,2166501,-1.12,2020-04-03,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-01 - 2020-04-07,1,-0.8507767546050986,-0.8507767546050986
CHRW,72.39,69.73,73.08,69.45,2201161,6.22,2020-04-06,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-01 - 2020-04-07,1,-0.8476677875452041,-0.8476677875452041
CHRW,71.84,73.5,74.76,71.45,2132930,-0.76,2020-04-07,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-01 - 2020-04-07,1,-0.8537880394627938,-0.8537880394627938
CHRW,72.82,72.3,73.45,71.05,1748933,1.36,2020-04-08,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-08 - 2020-04-14,2,-0.888232183262514,-0.888232183262514
CHRW,73.22,72.93,74.32,71.95,1584325,0.55,2020-04-09,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-08 - 2020-04-14,2,-0.9029973549242309,-0.9029973549242309
CHRW,71.27,72.93,73.95,70.54,1618157,-2.66,2020-04-13,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-08 - 2020-04-14,2,-0.899962658629645,-0.899962658629645
CHRW,70.99,72.24,73.34,70.4,2097483,-0.39,2020-04-14,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-08 - 2020-04-14,2,-0.8569675996293281,-0.8569675996293281
CHRW,70.92,69.94,71.09,68.61,2478110,-0.1,2020-04-15,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-15 - 2020-04-21,3,-0.8228257414323733,-0.8228257414323733
CHRW,74.22,71.07,74.26,70.93,2002858,4.65,2020-04-16,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-15 - 2020-04-21,3,-0.8654553667396142,-0.8654553667396142
CHRW,74.23,73.98,74.72,72.3,1907462,0.01,2020-04-17,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-15 - 2020-04-21,3,-0.8740122917726695,-0.8740122917726695
CHRW,72.32,73.71,74.97,72.15,1728140,-2.57,2020-04-20,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-15 - 2020-04-21,3,-0.8900972944014749,-0.8900972944014749
CHRW,70.96,71.52,72.25,70.37,1614685,-1.88,2020-04-21,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-15 - 2020-04-21,3,-0.900274093529586,-0.900274093529586
CHRW,71.58,72.06,72.46,71.24,1230081,0.87,2020-04-22,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-22 - 2020-04-28,4,-0.9347726846174006,-0.9347726846174006
CHRW,70.48,71.63,72.43,70.17,1557800,-1.54,2020-04-23,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-22 - 2020-04-28,4,-0.9053766206848686,-0.9053766206848686
CHRW,72.28,71.01,72.33,70.61,1768938,2.55,2020-04-24,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-22 - 2020-04-28,4,-0.8864377549291849,-0.8864377549291849
CHRW,74.04,72.85,74.64,72.12,1191677,2.43,2020-04-27,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-22 - 2020-04-28,4,-0.9382174847030379,-0.9382174847030379
CHRW,74.01,74.06,75.49,73.56,1710829,-0.04,2020-04-28,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-22 - 2020-04-28,4,-0.8916500736505757,-0.8916500736505757
CHRW,71.26,73.4,73.49,68.46,3867464,-3.72,2020-04-29,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-29 - 2020-05-05,5,-0.6982020882144669,-0.6982020882144669
CHRW,70.9,72.03,72.16,70.74,3136145,-0.51,2020-04-30,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-29 - 2020-05-05,5,-0.763800665285297,-0.763800665285297
CHRW,70.83,70.11,70.89,69.41,1785413,-0.1,2020-05-01,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-29 - 2020-05-05,5,-0.8849599640373279,-0.8849599640373279
CHRW,69.94,71.54,71.69,69.13,1886476,-1.26,2020-05-04,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-29 - 2020-05-05,5,-0.8758947148170706,-0.8758947148170706
CHRW,71.13,70.62,71.91,70.34,1237204,1.7,2020-05-05,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-04-29 - 2020-05-05,5,-0.9341337586979652,-0.9341337586979652
CHRW,70.43,71.7,71.75,69.85,1288834,-0.98,2020-05-06,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-06 - 2020-05-12,6,-0.9295025997452142,-0.9295025997452142
CHRW,71.95,71.1,72.31,70.8,1380462,2.16,2020-05-07,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-06 - 2020-05-12,6,-0.9212836605137078,-0.9212836605137078
CHRW,73.8,72.5,74.04,72.23,1466743,2.57,2020-05-08,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-06 - 2020-05-12,6,-0.9135443417919895,-0.9135443417919895
CHRW,74.4,73.45,75.17,73.23,1414343,0.81,2020-05-11,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-06 - 2020-05-12,6,-0.9182445689685178,-0.9182445689685178
CHRW,72.72,74.92,75.28,72.51,2097151,-2.26,2020-05-12,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-06 - 2020-05-12,6,-0.8569973796946451,-0.8569973796946451
CHRW,71.79,72.98,73.36,71.01,2241239,-1.28,2020-05-13,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-13 - 2020-05-19,7,-0.8440728313470953,-0.8440728313470953
CHRW,72.18,71.23,72.26,70.42,2162157,0.54,2020-05-14,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-13 - 2020-05-19,7,-0.8511664070259924,-0.8511664070259924
CHRW,72.5,72.65,73.5,71.98,3587864,0.44,2020-05-15,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-13 - 2020-05-19,7,-0.7232819263548736,-0.7232819263548736
CHRW,77.84,74.12,78.25,73.91,3280724,7.37,2020-05-18,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-13 - 2020-05-19,7,-0.7508320747327153,-0.7508320747327153
CHRW,75.96,77.82,78.28,75.69,1810215,-2.42,2020-05-19,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-13 - 2020-05-19,7,-0.8827352496397658,-0.8827352496397658
CHRW,77.62,76.89,79.86,76.59,2144057,2.19,2020-05-20,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-20 - 2020-05-26,8,-0.8527899587797169,-0.8527899587797169
CHRW,77.9,77.23,78.3,77.0,1403066,0.36,2020-05-21,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-20 - 2020-05-26,8,-0.9192561045003825,-0.9192561045003825
CHRW,77.86,77.74,78.19,77.37,1098327,-0.06,2020-05-22,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-20 - 2020-05-26,8,-0.9465908855986279,-0.9465908855986279
CHRW,78.25,78.87,79.78,78.12,1491066,0.51,2020-05-26,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-20 - 2020-05-26,8,-0.9113625932115563,-0.9113625932115563
CHRW,80.16,78.31,80.25,78.1,2337255,2.44,2020-05-27,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-27 - 2020-06-02,9,-0.8354602929390507,-0.8354602929390507
CHRW,80.86,80.22,81.85,80.22,2001703,0.87,2020-05-28,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-27 - 2020-06-02,9,-0.8655589690752801,-0.8655589690752801
CHRW,81.13,80.92,82.88,79.56,7262217,0.33,2020-05-29,"C.H. Robinson Worldwide, Inc.",Transportation and Warehousing,0,0,0,0,1,0,0,0,2020-05-27 - 2020-06-02,9,-0.39369616630223486,-0.39369616630223486
